And basically,song_id ,timestamp ,interaction_log ,final_lyrics ,final_groove ,final_solo,final_spatialize,final_backing
 ,,,,,,,,
R_1s0tvpJ7ZrgcWmt,song1,2026-03-31T14:17:57.112Z,"[{""timestamp"":""2026-03-31T14:12:01.518Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-03-31T14:13:58.999Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:14:03.298Z"",""control"":""lyrics"",""from"":""B"",""to"":""A""},{""timestamp"":""2026-03-31T14:14:04.682Z"",""control"":""lyrics"",""from"":""A"",""to"":""C""},{""timestamp"":""2026-03-31T14:14:10.782Z"",""control"":""playback"",""action"":""play"",""time"":""109.59""},{""timestamp"":""2026-03-31T14:14:27.197Z"",""control"":""lyrics"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:14:39.480Z"",""control"":""playback"",""action"":""pause"",""time"":""28.70""},{""timestamp"":""2026-03-31T14:14:47.481Z"",""control"":""playback"",""action"":""play"",""time"":""0.78""},{""timestamp"":""2026-03-31T14:14:52.830Z"",""control"":""playback"",""action"":""pause"",""time"":""6.13""},{""timestamp"":""2026-03-31T14:14:54.381Z"",""control"":""lyrics"",""from"":""A"",""to"":""C""},{""timestamp"":""2026-03-31T14:14:58.448Z"",""control"":""playback"",""action"":""play"",""time"":""6.13""},{""timestamp"":""2026-03-31T14:15:02.030Z"",""control"":""playback"",""action"":""pause"",""time"":""9.71""},{""timestamp"":""2026-03-31T14:15:07.447Z"",""control"":""lyrics"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:15:13.030Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-03-31T14:15:15.181Z"",""control"":""playback"",""action"":""play"",""time"":""0.06""},{""timestamp"":""2026-03-31T14:15:20.346Z"",""control"":""playback"",""action"":""pause"",""time"":""5.22""},{""timestamp"":""2026-03-31T14:15:22.047Z"",""control"":""playback"",""action"":""play"",""time"":""27.91""},{""timestamp"":""2026-03-31T14:15:43.913Z"",""control"":""playback"",""action"":""pause"",""time"":""49.77""},{""timestamp"":""2026-03-31T14:15:45.546Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:15:46.546Z"",""control"":""playback"",""action"":""play"",""time"":""49.77""},{""timestamp"":""2026-03-31T14:15:52.596Z"",""control"":""playback"",""action"":""pause"",""time"":""55.82""},{""timestamp"":""2026-03-31T14:15:54.080Z"",""control"":""playback"",""action"":""play"",""time"":""15.97""},{""timestamp"":""2026-03-31T14:15:57.813Z"",""control"":""playback"",""action"":""pause"",""time"":""19.71""},{""timestamp"":""2026-03-31T14:15:59.363Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:16:01.063Z"",""control"":""playback"",""action"":""play"",""time"":""19.71""},{""timestamp"":""2026-03-31T14:16:05.679Z"",""control"":""playback"",""action"":""pause"",""time"":""24.32""},{""timestamp"":""2026-03-31T14:16:06.696Z"",""control"":""groove"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:16:07.496Z"",""control"":""playback"",""action"":""play"",""time"":""24.32""},{""timestamp"":""2026-03-31T14:16:10.563Z"",""control"":""playback"",""action"":""pause"",""time"":""27.39""},{""timestamp"":""2026-03-31T14:16:11.562Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:16:13.163Z"",""control"":""playback"",""action"":""play"",""time"":""27.39""},{""timestamp"":""2026-03-31T14:16:18.779Z"",""control"":""playback"",""action"":""pause"",""time"":""33.00""},{""timestamp"":""2026-03-31T14:16:20.480Z"",""control"":""playback"",""action"":""play"",""time"":""33.00""},{""timestamp"":""2026-03-31T14:16:21.212Z"",""control"":""playback"",""action"":""pause"",""time"":""33.73""},{""timestamp"":""2026-03-31T14:16:23.530Z"",""control"":""playback"",""action"":""play"",""time"":""56.00""},{""timestamp"":""2026-03-31T14:16:35.512Z"",""control"":""playback"",""action"":""pause"",""time"":""67.98""},{""timestamp"":""2026-03-31T14:16:36.679Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:16:37.496Z"",""control"":""playback"",""action"":""play"",""time"":""67.98""},{""timestamp"":""2026-03-31T14:16:44.829Z"",""control"":""playback"",""action"":""pause"",""time"":""75.32""},{""timestamp"":""2026-03-31T14:16:46.262Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:16:47.479Z"",""control"":""playback"",""action"":""play"",""time"":""75.32""},{""timestamp"":""2026-03-31T14:16:52.029Z"",""control"":""playback"",""action"":""pause"",""time"":""79.87""},{""timestamp"":""2026-03-31T14:16:53.563Z"",""control"":""playback"",""action"":""play"",""time"":""68.78""},{""timestamp"":""2026-03-31T14:16:59.679Z"",""control"":""playback"",""action"":""pause"",""time"":""74.89""},{""timestamp"":""2026-03-31T14:17:00.962Z"",""control"":""solo"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:17:01.963Z"",""control"":""playback"",""action"":""play"",""time"":""74.89""},{""timestamp"":""2026-03-31T14:17:05.095Z"",""control"":""playback"",""action"":""pause"",""time"":""78.03""},{""timestamp"":""2026-03-31T14:17:06.029Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:17:06.895Z"",""control"":""playback"",""action"":""play"",""time"":""78.03""},{""timestamp"":""2026-03-31T14:17:10.478Z"",""control"":""playback"",""action"":""pause"",""time"":""81.61""},{""timestamp"":""2026-03-31T14:17:11.662Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:17:13.780Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:17:16.512Z"",""control"":""playback"",""action"":""play"",""time"":""81.61""},{""timestamp"":""2026-03-31T14:17:23.445Z"",""control"":""playback"",""action"":""pause"",""time"":""88.54""},{""timestamp"":""2026-03-31T14:17:24.395Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-03-31T14:17:25.579Z"",""control"":""playback"",""action"":""play"",""time"":""88.54""},{""timestamp"":""2026-03-31T14:17:28.128Z"",""control"":""playback"",""action"":""pause"",""time"":""91.09""},{""timestamp"":""2026-03-31T14:17:29.429Z"",""control"":""playback"",""action"":""play"",""time"":""32.37""},{""timestamp"":""2026-03-31T14:17:34.545Z"",""control"":""playback"",""action"":""pause"",""time"":""37.48""},{""timestamp"":""2026-03-31T14:17:35.662Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:17:37.246Z"",""control"":""playback"",""action"":""play"",""time"":""37.48""},{""timestamp"":""2026-03-31T14:17:43.995Z"",""control"":""playback"",""action"":""pause"",""time"":""44.23""},{""timestamp"":""2026-03-31T14:17:45.678Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-03-31T14:17:51.779Z"",""control"":""playback"",""action"":""play"",""time"":""44.23""},{""timestamp"":""2026-03-31T14:17:54.528Z"",""control"":""playback"",""action"":""pause"",""time"":""46.98""}]",A,B,C,narrow,on
R_1s0tvpJ7ZrgcWmt,song2,2026-03-31T14:22:57.309Z,"[{""timestamp"":""2026-03-31T14:18:38.679Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-03-31T14:19:02.110Z"",""control"":""playback"",""action"":""pause"",""time"":""22.94""},{""timestamp"":""2026-03-31T14:19:04.995Z"",""control"":""playback"",""action"":""play"",""time"":""9.53""},{""timestamp"":""2026-03-31T14:19:16.027Z"",""control"":""playback"",""action"":""pause"",""time"":""20.57""},{""timestamp"":""2026-03-31T14:19:18.761Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:19:20.794Z"",""control"":""playback"",""action"":""play"",""time"":""10.33""},{""timestamp"":""2026-03-31T14:19:36.777Z"",""control"":""playback"",""action"":""pause"",""time"":""26.31""},{""timestamp"":""2026-03-31T14:19:38.277Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:19:40.277Z"",""control"":""playback"",""action"":""play"",""time"":""9.21""},{""timestamp"":""2026-03-31T14:19:51.627Z"",""control"":""playback"",""action"":""pause"",""time"":""20.56""},{""timestamp"":""2026-03-31T14:19:53.727Z"",""control"":""lyrics"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:19:56.927Z"",""control"":""playback"",""action"":""play"",""time"":""9.21""},{""timestamp"":""2026-03-31T14:20:03.943Z"",""control"":""playback"",""action"":""pause"",""time"":""16.23""},{""timestamp"":""2026-03-31T14:20:05.460Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:20:06.676Z"",""control"":""playback"",""action"":""play"",""time"":""16.23""},{""timestamp"":""2026-03-31T14:20:11.726Z"",""control"":""playback"",""action"":""pause"",""time"":""21.28""},{""timestamp"":""2026-03-31T14:20:13.077Z"",""control"":""playback"",""action"":""play"",""time"":""3.39""},{""timestamp"":""2026-03-31T14:20:16.876Z"",""control"":""playback"",""action"":""pause"",""time"":""7.19""},{""timestamp"":""2026-03-31T14:20:18.511Z"",""control"":""groove"",""from"":""B"",""to"":""A""},{""timestamp"":""2026-03-31T14:20:19.426Z"",""control"":""playback"",""action"":""play"",""time"":""7.19""},{""timestamp"":""2026-03-31T14:20:20.743Z"",""control"":""playback"",""action"":""pause"",""time"":""8.50""},{""timestamp"":""2026-03-31T14:20:22.060Z"",""control"":""groove"",""from"":""A"",""to"":""C""},{""timestamp"":""2026-03-31T14:20:24.060Z"",""control"":""playback"",""action"":""play"",""time"":""8.50""},{""timestamp"":""2026-03-31T14:20:27.293Z"",""control"":""playback"",""action"":""pause"",""time"":""11.74""},{""timestamp"":""2026-03-31T14:20:28.193Z"",""control"":""groove"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:20:32.277Z"",""control"":""playback"",""action"":""play"",""time"":""30.10""},{""timestamp"":""2026-03-31T14:20:37.376Z"",""control"":""playback"",""action"":""pause"",""time"":""35.20""},{""timestamp"":""2026-03-31T14:20:39.510Z"",""control"":""playback"",""action"":""play"",""time"":""41.03""},{""timestamp"":""2026-03-31T14:20:50.659Z"",""control"":""playback"",""action"":""pause"",""time"":""52.18""},{""timestamp"":""2026-03-31T14:20:51.959Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:20:52.893Z"",""control"":""playback"",""action"":""play"",""time"":""52.18""},{""timestamp"":""2026-03-31T14:20:55.742Z"",""control"":""playback"",""action"":""pause"",""time"":""55.03""},{""timestamp"":""2026-03-31T14:20:57.143Z"",""control"":""playback"",""action"":""play"",""time"":""44.94""},{""timestamp"":""2026-03-31T14:21:04.092Z"",""control"":""playback"",""action"":""pause"",""time"":""51.89""},{""timestamp"":""2026-03-31T14:21:05.159Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:21:06.193Z"",""control"":""playback"",""action"":""play"",""time"":""51.89""},{""timestamp"":""2026-03-31T14:21:11.176Z"",""control"":""playback"",""action"":""pause"",""time"":""56.87""},{""timestamp"":""2026-03-31T14:21:12.393Z"",""control"":""playback"",""action"":""play"",""time"":""44.94""},{""timestamp"":""2026-03-31T14:21:24.892Z"",""control"":""playback"",""action"":""pause"",""time"":""57.44""},{""timestamp"":""2026-03-31T14:21:26.793Z"",""control"":""playback"",""action"":""play"",""time"":""13.44""},{""timestamp"":""2026-03-31T14:21:29.392Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:21:33.575Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-03-31T14:21:34.992Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:21:42.559Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-03-31T14:21:46.542Z"",""control"":""playback"",""action"":""pause"",""time"":""33.19""},{""timestamp"":""2026-03-31T14:21:49.392Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-03-31T14:21:54.309Z"",""control"":""playback"",""action"":""play"",""time"":""33.19""},{""timestamp"":""2026-03-31T14:21:55.942Z"",""control"":""playback"",""action"":""pause"",""time"":""34.82""},{""timestamp"":""2026-03-31T14:21:57.609Z"",""control"":""playback"",""action"":""play"",""time"":""15.35""},{""timestamp"":""2026-03-31T14:22:03.908Z"",""control"":""backVocals"",""from"":""on"",""to"":""off""},{""timestamp"":""2026-03-31T14:22:05.075Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-03-31T14:22:07.742Z"",""control"":""backVocals"",""from"":""on"",""to"":""off""},{""timestamp"":""2026-03-31T14:22:08.558Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-03-31T14:22:20.558Z"",""control"":""backVocals"",""from"":""on"",""to"":""off""},{""timestamp"":""2026-03-31T14:22:22.525Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""}]",A,A,C,narrow,on
R_1s0tvpJ7ZrgcWmt,song3,2026-03-31T14:27:20.322Z,"[{""timestamp"":""2026-03-31T14:23:42.058Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-03-31T14:23:48.274Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:23:50.557Z"",""control"":""groove"",""from"":""B"",""to"":""A""},{""timestamp"":""2026-03-31T14:24:03.224Z"",""control"":""playback"",""action"":""pause"",""time"":""20.56""},{""timestamp"":""2026-03-31T14:24:05.458Z"",""control"":""playback"",""action"":""play"",""time"":""6.45""},{""timestamp"":""2026-03-31T14:24:07.657Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:24:14.790Z"",""control"":""playback"",""action"":""pause"",""time"":""15.79""},{""timestamp"":""2026-03-31T14:24:16.991Z"",""control"":""playback"",""action"":""play"",""time"":""4.49""},{""timestamp"":""2026-03-31T14:24:20.923Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:24:37.624Z"",""control"":""lyrics"",""from"":""C"",""to"":""B""},{""timestamp"":""2026-03-31T14:24:46.173Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:24:50.840Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:24:56.256Z"",""control"":""groove"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:25:04.390Z"",""control"":""playback"",""action"":""pause"",""time"":""51.89""},{""timestamp"":""2026-03-31T14:25:06.240Z"",""control"":""lyrics"",""from"":""B"",""to"":""A""},{""timestamp"":""2026-03-31T14:25:07.007Z"",""control"":""playback"",""action"":""play"",""time"":""36.91""},{""timestamp"":""2026-03-31T14:25:46.989Z"",""control"":""playback"",""action"":""pause"",""time"":""76.89""},{""timestamp"":""2026-03-31T14:25:49.839Z"",""control"":""playback"",""action"":""play"",""time"":""71.08""},{""timestamp"":""2026-03-31T14:25:51.039Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:25:57.222Z"",""control"":""playback"",""action"":""pause"",""time"":""78.46""},{""timestamp"":""2026-03-31T14:25:58.790Z"",""control"":""playback"",""action"":""play"",""time"":""66.95""},{""timestamp"":""2026-03-31T14:26:02.307Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:26:29.756Z"",""control"":""playback"",""action"":""play"",""time"":""93.84""},{""timestamp"":""2026-03-31T14:26:33.588Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:26:35.422Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:26:38.872Z"",""control"":""groove"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:26:41.405Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:26:49.088Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-03-31T14:26:50.772Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:26:52.588Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-03-31T14:26:53.555Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:26:56.205Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-03-31T14:26:58.188Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:27:01.405Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-03-31T14:27:16.588Z"",""control"":""backVocals"",""from"":""on"",""to"":""off""},{""timestamp"":""2026-03-31T14:27:17.521Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""}]",A,A,C,wide,on
R_1s0tvpJ7ZrgcWmt,song4,2026-03-31T14:31:27.953Z,"[{""timestamp"":""2026-03-31T14:27:58.306Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-03-31T14:28:31.304Z"",""control"":""playback"",""action"":""pause"",""time"":""32.64""},{""timestamp"":""2026-03-31T14:28:33.254Z"",""control"":""playback"",""action"":""play"",""time"":""0.97""},{""timestamp"":""2026-03-31T14:28:35.337Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:28:40.120Z"",""control"":""playback"",""action"":""pause"",""time"":""7.84""},{""timestamp"":""2026-03-31T14:28:42.637Z"",""control"":""playback"",""action"":""play"",""time"":""0.88""},{""timestamp"":""2026-03-31T14:28:43.987Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:28:50.003Z"",""control"":""groove"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:28:55.170Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:29:29.936Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:29:41.103Z"",""control"":""playback"",""action"":""pause"",""time"":""59.34""},{""timestamp"":""2026-03-31T14:29:43.770Z"",""control"":""playback"",""action"":""play"",""time"":""16.79""},{""timestamp"":""2026-03-31T14:29:46.270Z"",""control"":""lyrics"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:29:55.303Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:30:01.369Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-03-31T14:30:03.669Z"",""control"":""solo"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-03-31T14:30:05.370Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-03-31T14:30:12.220Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-03-31T14:30:32.502Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-03-31T14:30:54.220Z"",""control"":""playback"",""action"":""play"",""time"":""84.07""},{""timestamp"":""2026-03-31T14:30:58.835Z"",""control"":""playback"",""action"":""pause"",""time"":""4.61""},{""timestamp"":""2026-03-31T14:31:00.986Z"",""control"":""playback"",""action"":""play"",""time"":""16.05""},{""timestamp"":""2026-03-31T14:31:25.785Z"",""control"":""playback"",""action"":""pause"",""time"":""40.85""}]",B,A,A,wide,on
R_1hEC4XDkzCA6zuS,song1,2026-04-01T02:44:00.898Z,"[{""timestamp"":""2026-04-01T02:40:31.156Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-04-01T02:42:33.354Z"",""control"":""playback"",""action"":""play"",""time"":""109.59""},{""timestamp"":""2026-04-01T02:42:35.513Z"",""control"":""playback"",""action"":""pause"",""time"":""2.16""},{""timestamp"":""2026-04-01T02:42:37.438Z"",""control"":""playback"",""action"":""play"",""time"":""46.93""},{""timestamp"":""2026-04-01T02:43:01.914Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-04-01T02:43:06.813Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:43:09.551Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:43:12.304Z"",""control"":""groove"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-04-01T02:43:13.827Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:43:20.923Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:43:22.684Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:43:26.357Z"",""control"":""solo"",""from"":""C"",""to"":""B""},{""timestamp"":""2026-04-01T02:43:29.588Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-04-01T02:43:32.691Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-04-01T02:43:44.460Z"",""control"":""playback"",""action"":""play"",""time"":""109.59""},{""timestamp"":""2026-04-01T02:43:47.325Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:43:50.065Z"",""control"":""lyrics"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-04-01T02:43:53.418Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:43:57.614Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""}]",C,A,B,narrow,on
R_1hEC4XDkzCA6zuS,song2,2026-04-01T02:45:58.875Z,"[{""timestamp"":""2026-04-01T02:44:43.905Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-04-01T02:44:49.769Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:44:52.085Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:45:02.426Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-04-01T02:45:09.067Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-04-01T02:45:17.036Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:45:20.573Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:45:26.645Z"",""control"":""lyrics"",""from"":""C"",""to"":""A""},{""timestamp"":""2026-04-01T02:45:29.020Z"",""control"":""groove"",""from"":""C"",""to"":""B""},{""timestamp"":""2026-04-01T02:45:31.415Z"",""control"":""groove"",""from"":""B"",""to"":""A""},{""timestamp"":""2026-04-01T02:45:34.582Z"",""control"":""groove"",""from"":""A"",""to"":""C""},{""timestamp"":""2026-04-01T02:45:36.876Z"",""control"":""solo"",""from"":""A"",""to"":""C""},{""timestamp"":""2026-04-01T02:45:39.961Z"",""control"":""solo"",""from"":""C"",""to"":""B""},{""timestamp"":""2026-04-01T02:45:47.389Z"",""control"":""solo"",""from"":""B"",""to"":""A""}]",A,C,A,wide,on
R_1hEC4XDkzCA6zuS,song3,2026-04-01T02:48:13.307Z,"[{""timestamp"":""2026-04-01T02:46:38.323Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-04-01T02:46:49.138Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-04-01T02:46:54.148Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:46:57.006Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:47:09.199Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:47:12.399Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:47:25.130Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:47:27.954Z"",""control"":""solo"",""from"":""B"",""to"":""A""},{""timestamp"":""2026-04-01T02:47:28.941Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-04-01T02:47:30.165Z"",""control"":""spatialize"",""from"":""wide"",""to"":""narrow""},{""timestamp"":""2026-04-01T02:47:31.305Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-04-01T02:47:39.213Z"",""control"":""groove"",""from"":""C"",""to"":""B""},{""timestamp"":""2026-04-01T02:47:41.495Z"",""control"":""groove"",""from"":""B"",""to"":""A""},{""timestamp"":""2026-04-01T02:47:45.505Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:47:47.717Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:47:54.567Z"",""control"":""solo"",""from"":""C"",""to"":""A""}]",C,A,A,wide,on
R_1hEC4XDkzCA6zuS,song4,2026-04-01T02:50:21.735Z,"[{""timestamp"":""2026-04-01T02:48:56.965Z"",""control"":""playback"",""action"":""play"",""time"":""0.00""},{""timestamp"":""2026-04-01T02:49:07.069Z"",""control"":""groove"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:49:08.857Z"",""control"":""groove"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:49:21.081Z"",""control"":""backVocals"",""from"":""off"",""to"":""on""},{""timestamp"":""2026-04-01T02:49:24.389Z"",""control"":""lyrics"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:49:28.780Z"",""control"":""lyrics"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:49:38.640Z"",""control"":""spatialize"",""from"":""narrow"",""to"":""wide""},{""timestamp"":""2026-04-01T02:49:42.664Z"",""control"":""backVocals"",""from"":""on"",""to"":""off""},{""timestamp"":""2026-04-01T02:49:49.535Z"",""control"":""lyrics"",""from"":""C"",""to"":""B""},{""timestamp"":""2026-04-01T02:50:00.274Z"",""control"":""solo"",""from"":""A"",""to"":""B""},{""timestamp"":""2026-04-01T02:50:02.479Z"",""control"":""solo"",""from"":""B"",""to"":""C""},{""timestamp"":""2026-04-01T02:50:06.072Z"",""control"":""solo"",""from"":""C"",""to"":""A""}]",B,C,A,wide,off
